1,2,3,4,5,6,7,8
10402,10623,0,0,0,0,0,0
10402,10624,0,0,0,0,0,0
10402,10625,0,0,0,0,0,0
10402,10626,0,0,0,0,0,0
10402,10627,0,0,0,0,0,0
10402,10628,0,0,0,0,0,0
10402,10629,0,0,0,0,0,0
10402,10630,0,0,0,0,0,0
10402,10349,0,0,0,0,0,0
10402,10350,0,0,0,0,0,0
10402,10355,0,0,0,0,0,0
10402,10353,0,0,0,0,0,0
10402,10357,0,0,0,0,0,0
10402,10354,0,0,0,0,0,0
10402,10354,0,0,0,0,0,0
10402,10354,0,0,0,0,0,0
10402,10359,0,0,0,0,0,0
10402,10362,0,0,0,0,0,0
10402,10361,0,0,0,0,0,0
10402,10363,0,0,0,0,0,0
10402,10363,0,0,0,0,0,0
10402,10363,0,0,0,0,0,0
10402,10363,0,0,0,0,0,0
10402,10360,0,0,0,0,0,0
10402,10356,0,0,0,0,0,0
10402,10358,0,0,0,0,0,0
10402,10364,0,0,0,0,0,0
10402,10380,0,0,0,0,0,0
10402,10365,0,0,0,0,0,0
10402,10366,0,0,0,0,0,0
10402,10367,0,0,0,0,0,0
10402,10368,0,0,0,0,0,0
10402,10368,0,0,0,0,0,0
10402,10369,0,0,0,0,0,0
10402,10370,0,0,0,0,0,0
10402,10391,0,0,0,0,0,0
10402,10391,0,0,0,0,0,0
10402,10391,0,0,0,0,0,0
10402,10391,0,0,0,0,0,0
10402,10390,0,0,0,0,0,0
10402,10390,0,0,0,0,0,0
10402,10390,0,0,0,0,0,0
10402,10385,0,0,0,0,0,0
10402,10386,0,0,0,0,0,0
10402,10386,0,0,0,0,0,0
10402,10375,0,0,0,0,0,0
10402,10375,0,0,0,0,0,0
10402,10387,0,0,0,0,0,0
10402,10388,0,0,0,0,0,0
10402,10379,0,0,0,0,0,0
10402,10249,0,0,0,0,0,0
10402,10248,0,0,0,0,0,0
10402,10384,0,0,0,0,0,0
10402,10383,0,0,0,0,0,0
10402,10383,0,0,0,0,0,0
10402,10382,0,0,0,0,0,0
10402,10376,0,0,0,0,0,0
10402,10374,0,0,0,0,0,0
10402,10341,0,0,0,0,0,0
10402,10195,0,0,0,0,0,0
10402,10381,0,0,0,0,0,0
10402,10371,0,0,0,0,0,0
10402,10378,0,0,0,0,0,0
10402,10389,0,0,0,0,0,0
10402,10373,0,0,0,0,0,0
10402,10631,0,0,0,0,0,0
10402,10372,0,0,0,0,0,0
10402,10250,0,0,0,0,0,0
10402,10250,0,0,0,0,0,0
10402,10634,0,0,0,0,0,0
10402,10635,0,0,0,0,0,0
10402,10636,0,0,0,0,0,0
10402,10637,0,0,0,0,0,0
10402,10638,0,0,0,0,0,0
10402,10638,0,0,0,0,0,0
10402,10639,0,0,0,0,0,0
10402,10640,0,0,0,0,0,0
10402,10641,0,0,0,0,0,0
10402,10642,0,0,0,0,0,0
10402,10643,0,0,0,0,0,0
10402,10644,0,0,0,0,0,0
10402,10645,0,0,0,0,0,0
